Original Image Path,Label,Original Subset,Subset,Image Path
marvel/train/hulk/pic_213.jpg,hulk,train,train,dataset/train/hulk/pic_213.jpg
marvel/train/spider-man/pic_340.jpg,spider-man,train,train,dataset/train/spider-man/pic_340.jpg
marvel/train/black widow/pic_050.jpg,black widow,train,train,dataset/train/black widow/pic_050.jpg
marvel/train/black widow/pic_209.jpg,black widow,train,train,dataset/train/black widow/pic_209.jpg
marvel/train/captain america/pic_020.jpg,captain america,train,train,dataset/train/captain america/pic_020.jpg
marvel/train/black widow/pic_367.jpg,black widow,train,train,dataset/train/black widow/pic_367.jpg
marvel/train/doctor strange/pic_159.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_159.jpg
marvel/train/hulk/pic_298.jpg,hulk,train,train,dataset/train/hulk/pic_298.jpg
marvel/train/hulk/pic_029.jpg,hulk,train,train,dataset/train/hulk/pic_029.jpg
marvel/train/doctor strange/pic_018.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_018.jpg
marvel/train/spider-man/pic_097.jpg,spider-man,train,train,dataset/train/spider-man/pic_097.jpg
marvel/train/black widow/pic_291.jpg,black widow,train,train,dataset/train/black widow/pic_291.jpg
marvel/train/ironman/pic_040.jpg,ironman,train,train,dataset/train/ironman/pic_040.jpg
marvel/train/ironman/pic_174.jpg,ironman,train,train,dataset/train/ironman/pic_174.jpg
marvel/train/black widow/pic_251.jpg,black widow,train,train,dataset/train/black widow/pic_251.jpg
marvel/train/captain america/pic_002.jpg,captain america,train,train,dataset/train/captain america/pic_002.jpg
marvel/train/doctor strange/pic_019.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_019.jpg
marvel/train/ironman/pic_070.jpg,ironman,train,train,dataset/train/ironman/pic_070.jpg
marvel/train/ironman/pic_196.jpg,ironman,train,train,dataset/train/ironman/pic_196.jpg
marvel/train/loki/pic_177.jpg,loki,train,train,dataset/train/loki/pic_177.jpg
marvel/train/hulk/pic_224.jpg,hulk,train,train,dataset/train/hulk/pic_224.jpg
marvel/train/hulk/pic_056.jpg,hulk,train,train,dataset/train/hulk/pic_056.jpg
marvel/train/black widow/pic_190.jpg,black widow,train,train,dataset/train/black widow/pic_190.jpg
marvel/train/loki/pic_211.jpg,loki,train,train,dataset/train/loki/pic_211.jpg
marvel/train/black widow/pic_254.jpg,black widow,train,train,dataset/train/black widow/pic_254.jpg
marvel/train/thanos/pic_086.jpg,thanos,train,train,dataset/train/thanos/pic_086.jpg
marvel/train/captain america/pic_273.jpg,captain america,train,train,dataset/train/captain america/pic_273.jpg
marvel/train/hulk/pic_156.jpg,hulk,train,train,dataset/train/hulk/pic_156.jpg
marvel/train/black widow/pic_271.jpg,black widow,train,train,dataset/train/black widow/pic_271.jpg
marvel/train/black widow/pic_080.jpg,black widow,train,train,dataset/train/black widow/pic_080.jpg
marvel/train/captain america/pic_358.jpg,captain america,train,train,dataset/train/captain america/pic_358.jpg
marvel/train/spider-man/pic_179.jpg,spider-man,train,train,dataset/train/spider-man/pic_179.jpg
marvel/train/captain america/pic_394.jpg,captain america,train,train,dataset/train/captain america/pic_394.jpg
marvel/train/spider-man/pic_320.jpg,spider-man,train,train,dataset/train/spider-man/pic_320.jpg
marvel/train/black widow/pic_020.jpg,black widow,train,train,dataset/train/black widow/pic_020.jpg
marvel/train/spider-man/pic_154.jpg,spider-man,train,train,dataset/train/spider-man/pic_154.jpg
marvel/train/spider-man/pic_128.jpg,spider-man,train,train,dataset/train/spider-man/pic_128.jpg
marvel/train/ironman/pic_276.jpg,ironman,train,train,dataset/train/ironman/pic_276.jpg
marvel/train/hulk/pic_219.jpg,hulk,train,train,dataset/train/hulk/pic_219.jpg
marvel/train/captain america/pic_051.jpg,captain america,train,train,dataset/train/captain america/pic_051.jpg
marvel/train/black widow/pic_029.jpg,black widow,train,train,dataset/train/black widow/pic_029.jpg
marvel/train/ironman/pic_283.jpg,ironman,train,train,dataset/train/ironman/pic_283.jpg
marvel/train/spider-man/pic_278.jpg,spider-man,train,train,dataset/train/spider-man/pic_278.jpg
marvel/train/spider-man/pic_296.jpg,spider-man,train,train,dataset/train/spider-man/pic_296.jpg
marvel/train/ironman/pic_010.jpg,ironman,train,train,dataset/train/ironman/pic_010.jpg
marvel/train/hulk/pic_020.jpg,hulk,train,train,dataset/train/hulk/pic_020.jpg
marvel/train/black widow/pic_119.jpg,black widow,train,train,dataset/train/black widow/pic_119.jpg
marvel/train/ironman/pic_214.jpg,ironman,train,train,dataset/train/ironman/pic_214.jpg
marvel/train/doctor strange/pic_144.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_144.jpg
marvel/train/captain america/pic_028.jpg,captain america,train,train,dataset/train/captain america/pic_028.jpg
marvel/train/loki/pic_341.jpg,loki,train,train,dataset/train/loki/pic_341.jpg
marvel/train/thanos/pic_154.jpg,thanos,train,train,dataset/train/thanos/pic_154.jpg
marvel/train/hulk/pic_366.jpg,hulk,train,train,dataset/train/hulk/pic_366.jpg
marvel/train/ironman/pic_213.jpg,ironman,train,train,dataset/train/ironman/pic_213.jpg
marvel/train/captain america/pic_059.jpg,captain america,train,train,dataset/train/captain america/pic_059.jpg
marvel/train/captain america/pic_246.jpg,captain america,train,train,dataset/train/captain america/pic_246.jpg
marvel/train/hulk/pic_314.jpg,hulk,train,train,dataset/train/hulk/pic_314.jpg
marvel/train/loki/pic_182.jpg,loki,train,train,dataset/train/loki/pic_182.jpg
marvel/train/ironman/pic_364.jpg,ironman,train,train,dataset/train/ironman/pic_364.jpg
marvel/train/thanos/pic_260.jpg,thanos,train,train,dataset/train/thanos/pic_260.jpg
marvel/train/hulk/pic_305.jpg,hulk,train,train,dataset/train/hulk/pic_305.jpg
marvel/train/thanos/pic_070.jpg,thanos,train,train,dataset/train/thanos/pic_070.jpg
marvel/train/thanos/pic_387.jpg,thanos,train,train,dataset/train/thanos/pic_387.jpg
marvel/train/black widow/pic_276.jpg,black widow,train,train,dataset/train/black widow/pic_276.jpg
marvel/train/hulk/pic_011.jpg,hulk,train,train,dataset/train/hulk/pic_011.jpg
marvel/train/ironman/pic_219.jpg,ironman,train,train,dataset/train/ironman/pic_219.jpg
marvel/train/thanos/pic_163.jpg,thanos,train,train,dataset/train/thanos/pic_163.jpg
marvel/train/captain america/pic_013.jpg,captain america,train,train,dataset/train/captain america/pic_013.jpg
marvel/train/hulk/pic_292.jpg,hulk,train,train,dataset/train/hulk/pic_292.jpg
marvel/train/thanos/pic_356.jpg,thanos,train,train,dataset/train/thanos/pic_356.jpg
marvel/train/ironman/pic_280.jpg,ironman,train,train,dataset/train/ironman/pic_280.jpg
marvel/train/loki/pic_038.jpg,loki,train,train,dataset/train/loki/pic_038.jpg
marvel/train/doctor strange/pic_263.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_263.jpg
marvel/train/black widow/pic_258.jpg,black widow,train,train,dataset/train/black widow/pic_258.jpg
marvel/train/doctor strange/pic_003.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_003.jpg
marvel/train/ironman/pic_003.jpg,ironman,train,train,dataset/train/ironman/pic_003.jpg
marvel/train/spider-man/pic_110.jpg,spider-man,train,train,dataset/train/spider-man/pic_110.jpg
marvel/train/thanos/pic_006.jpg,thanos,train,train,dataset/train/thanos/pic_006.jpg
marvel/train/doctor strange/pic_278.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_278.jpg
marvel/train/ironman/pic_102.jpg,ironman,train,train,dataset/train/ironman/pic_102.jpg
marvel/train/doctor strange/pic_024.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_024.jpg
marvel/train/spider-man/pic_198.jpg,spider-man,train,train,dataset/train/spider-man/pic_198.jpg
marvel/train/black widow/pic_304.jpg,black widow,train,train,dataset/train/black widow/pic_304.jpg
marvel/train/thanos/pic_277.jpg,thanos,train,train,dataset/train/thanos/pic_277.jpg
marvel/train/ironman/pic_245.jpg,ironman,train,train,dataset/train/ironman/pic_245.jpg
marvel/train/black widow/pic_064.jpg,black widow,train,train,dataset/train/black widow/pic_064.jpg
marvel/train/black widow/pic_347.jpg,black widow,train,train,dataset/train/black widow/pic_347.jpg
marvel/train/captain america/pic_175.jpg,captain america,train,train,dataset/train/captain america/pic_175.jpg
marvel/train/hulk/pic_054.jpg,hulk,train,train,dataset/train/hulk/pic_054.jpg
marvel/train/hulk/pic_262.jpg,hulk,train,train,dataset/train/hulk/pic_262.jpg
marvel/train/spider-man/pic_122.jpg,spider-man,train,train,dataset/train/spider-man/pic_122.jpg
marvel/train/hulk/pic_044.jpg,hulk,train,train,dataset/train/hulk/pic_044.jpg
marvel/train/spider-man/pic_393.jpg,spider-man,train,train,dataset/train/spider-man/pic_393.jpg
marvel/train/black widow/pic_354.jpg,black widow,train,train,dataset/train/black widow/pic_354.jpg
marvel/train/hulk/pic_097.jpg,hulk,train,train,dataset/train/hulk/pic_097.jpg
marvel/train/spider-man/pic_032.jpg,spider-man,train,train,dataset/train/spider-man/pic_032.jpg
marvel/train/spider-man/pic_208.jpg,spider-man,train,train,dataset/train/spider-man/pic_208.jpg
marvel/train/thanos/pic_047.jpg,thanos,train,train,dataset/train/thanos/pic_047.jpg
marvel/train/hulk/pic_383.jpg,hulk,train,train,dataset/train/hulk/pic_383.jpg
marvel/train/loki/pic_366.jpg,loki,train,train,dataset/train/loki/pic_366.jpg
marvel/train/doctor strange/pic_205.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_205.jpg
marvel/train/thanos/pic_390.jpg,thanos,train,train,dataset/train/thanos/pic_390.jpg
marvel/train/hulk/pic_171.jpg,hulk,train,train,dataset/train/hulk/pic_171.jpg
marvel/train/thanos/pic_120.jpg,thanos,train,train,dataset/train/thanos/pic_120.jpg
marvel/train/spider-man/pic_155.jpg,spider-man,train,train,dataset/train/spider-man/pic_155.jpg
marvel/train/thanos/pic_024.jpg,thanos,train,train,dataset/train/thanos/pic_024.jpg
marvel/train/hulk/pic_109.jpg,hulk,train,train,dataset/train/hulk/pic_109.jpg
marvel/train/black widow/pic_295.jpg,black widow,train,train,dataset/train/black widow/pic_295.jpg
marvel/train/doctor strange/pic_067.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_067.jpg
marvel/train/thanos/pic_023.jpg,thanos,train,train,dataset/train/thanos/pic_023.jpg
marvel/train/hulk/pic_072.jpg,hulk,train,train,dataset/train/hulk/pic_072.jpg
marvel/train/captain america/pic_209.jpg,captain america,train,train,dataset/train/captain america/pic_209.jpg
marvel/train/black widow/pic_269.jpg,black widow,train,train,dataset/train/black widow/pic_269.jpg
marvel/train/black widow/pic_234.jpg,black widow,train,train,dataset/train/black widow/pic_234.jpg
marvel/train/spider-man/pic_362.jpg,spider-man,train,train,dataset/train/spider-man/pic_362.jpg
marvel/train/hulk/pic_013.jpg,hulk,train,train,dataset/train/hulk/pic_013.jpg
marvel/train/doctor strange/pic_116.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_116.jpg
marvel/train/hulk/pic_164.jpg,hulk,train,train,dataset/train/hulk/pic_164.jpg
marvel/train/doctor strange/pic_084.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_084.jpg
marvel/train/ironman/pic_258.jpg,ironman,train,train,dataset/train/ironman/pic_258.jpg
marvel/train/spider-man/pic_359.jpg,spider-man,train,train,dataset/train/spider-man/pic_359.jpg
marvel/train/doctor strange/pic_295.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_295.jpg
marvel/train/loki/pic_224.jpg,loki,train,train,dataset/train/loki/pic_224.jpg
marvel/train/spider-man/pic_260.jpg,spider-man,train,train,dataset/train/spider-man/pic_260.jpg
marvel/train/loki/pic_214.jpg,loki,train,train,dataset/train/loki/pic_214.jpg
marvel/train/loki/pic_364.jpg,loki,train,train,dataset/train/loki/pic_364.jpg
marvel/train/captain america/pic_297.jpg,captain america,train,train,dataset/train/captain america/pic_297.jpg
marvel/train/ironman/pic_148.jpg,ironman,train,train,dataset/train/ironman/pic_148.jpg
marvel/train/hulk/pic_321.jpg,hulk,train,train,dataset/train/hulk/pic_321.jpg
marvel/train/ironman/pic_387.jpg,ironman,train,train,dataset/train/ironman/pic_387.jpg
marvel/train/black widow/pic_305.jpg,black widow,train,train,dataset/train/black widow/pic_305.jpg
marvel/train/hulk/pic_275.jpg,hulk,train,train,dataset/train/hulk/pic_275.jpg
marvel/train/loki/pic_275.jpg,loki,train,train,dataset/train/loki/pic_275.jpg
marvel/train/captain america/pic_396.jpg,captain america,train,train,dataset/train/captain america/pic_396.jpg
marvel/train/doctor strange/pic_298.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_298.jpg
marvel/train/black widow/pic_314.jpg,black widow,train,train,dataset/train/black widow/pic_314.jpg
marvel/train/thanos/pic_254.jpg,thanos,train,train,dataset/train/thanos/pic_254.jpg
marvel/train/hulk/pic_088.jpg,hulk,train,train,dataset/train/hulk/pic_088.jpg
marvel/train/spider-man/pic_090.jpg,spider-man,train,train,dataset/train/spider-man/pic_090.jpg
marvel/train/hulk/pic_323.jpg,hulk,train,train,dataset/train/hulk/pic_323.jpg
marvel/train/thanos/pic_108.jpg,thanos,train,train,dataset/train/thanos/pic_108.jpg
marvel/train/hulk/pic_259.jpg,hulk,train,train,dataset/train/hulk/pic_259.jpg
marvel/train/loki/pic_041.jpg,loki,train,train,dataset/train/loki/pic_041.jpg
marvel/train/black widow/pic_275.jpg,black widow,train,train,dataset/train/black widow/pic_275.jpg
marvel/train/black widow/pic_353.jpg,black widow,train,train,dataset/train/black widow/pic_353.jpg
marvel/train/loki/pic_251.jpg,loki,train,train,dataset/train/loki/pic_251.jpg
marvel/train/doctor strange/pic_185.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_185.jpg
marvel/train/spider-man/pic_300.jpg,spider-man,train,train,dataset/train/spider-man/pic_300.jpg
marvel/train/black widow/pic_140.jpg,black widow,train,train,dataset/train/black widow/pic_140.jpg
marvel/train/thanos/pic_361.jpg,thanos,train,train,dataset/train/thanos/pic_361.jpg
marvel/train/thanos/pic_373.jpg,thanos,train,train,dataset/train/thanos/pic_373.jpg
marvel/train/doctor strange/pic_403.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_403.jpg
marvel/train/hulk/pic_370.jpg,hulk,train,train,dataset/train/hulk/pic_370.jpg
marvel/train/doctor strange/pic_190.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_190.jpg
marvel/train/ironman/pic_230.jpg,ironman,train,train,dataset/train/ironman/pic_230.jpg
marvel/train/doctor strange/pic_244.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_244.jpg
marvel/train/spider-man/pic_291.jpg,spider-man,train,train,dataset/train/spider-man/pic_291.jpg
marvel/train/captain america/pic_384.jpg,captain america,train,train,dataset/train/captain america/pic_384.jpg
marvel/train/hulk/pic_161.jpg,hulk,train,train,dataset/train/hulk/pic_161.jpg
marvel/train/spider-man/pic_185.jpg,spider-man,train,train,dataset/train/spider-man/pic_185.jpg
marvel/train/ironman/pic_311.jpg,ironman,train,train,dataset/train/ironman/pic_311.jpg
marvel/train/doctor strange/pic_321.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_321.jpg
marvel/train/black widow/pic_002.jpg,black widow,train,train,dataset/train/black widow/pic_002.jpg
marvel/train/black widow/pic_342.jpg,black widow,train,train,dataset/train/black widow/pic_342.jpg
marvel/train/doctor strange/pic_416.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_416.jpg
marvel/train/hulk/pic_252.jpg,hulk,train,train,dataset/train/hulk/pic_252.jpg
marvel/train/black widow/pic_382.jpg,black widow,train,train,dataset/train/black widow/pic_382.jpg
marvel/train/thanos/pic_017.jpg,thanos,train,train,dataset/train/thanos/pic_017.jpg
marvel/train/ironman/pic_348.jpg,ironman,train,train,dataset/train/ironman/pic_348.jpg
marvel/train/captain america/pic_344.jpg,captain america,train,train,dataset/train/captain america/pic_344.jpg
marvel/train/hulk/pic_086.jpg,hulk,train,train,dataset/train/hulk/pic_086.jpg
marvel/train/spider-man/pic_337.jpg,spider-man,train,train,dataset/train/spider-man/pic_337.jpg
marvel/train/ironman/pic_330.jpg,ironman,train,train,dataset/train/ironman/pic_330.jpg
marvel/train/spider-man/pic_119.jpg,spider-man,train,train,dataset/train/spider-man/pic_119.jpg
marvel/train/black widow/pic_374.jpg,black widow,train,train,dataset/train/black widow/pic_374.jpg
marvel/train/thanos/pic_270.jpg,thanos,train,train,dataset/train/thanos/pic_270.jpg
marvel/train/black widow/pic_127.jpg,black widow,train,train,dataset/train/black widow/pic_127.jpg
marvel/train/ironman/pic_133.jpg,ironman,train,train,dataset/train/ironman/pic_133.jpg
marvel/train/ironman/pic_290.jpg,ironman,train,train,dataset/train/ironman/pic_290.jpg
marvel/train/black widow/pic_380.jpg,black widow,train,train,dataset/train/black widow/pic_380.jpg
marvel/train/black widow/pic_090.jpg,black widow,train,train,dataset/train/black widow/pic_090.jpg
marvel/train/black widow/pic_040.jpg,black widow,train,train,dataset/train/black widow/pic_040.jpg
marvel/train/doctor strange/pic_193.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_193.jpg
marvel/train/ironman/pic_161.jpg,ironman,train,train,dataset/train/ironman/pic_161.jpg
marvel/train/loki/pic_184.jpg,loki,train,train,dataset/train/loki/pic_184.jpg
marvel/train/thanos/pic_156.jpg,thanos,train,train,dataset/train/thanos/pic_156.jpg
marvel/train/doctor strange/pic_425.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_425.jpg
marvel/train/doctor strange/pic_150.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_150.jpg
marvel/train/hulk/pic_093.jpg,hulk,train,train,dataset/train/hulk/pic_093.jpg
marvel/train/spider-man/pic_135.jpg,spider-man,train,train,dataset/train/spider-man/pic_135.jpg
marvel/train/doctor strange/pic_138.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_138.jpg
marvel/train/black widow/pic_176.jpg,black widow,train,train,dataset/train/black widow/pic_176.jpg
marvel/train/doctor strange/pic_192.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_192.jpg
marvel/train/thanos/pic_379.jpg,thanos,train,train,dataset/train/thanos/pic_379.jpg
marvel/train/thanos/pic_207.jpg,thanos,train,train,dataset/train/thanos/pic_207.jpg
marvel/train/loki/pic_293.jpg,loki,train,train,dataset/train/loki/pic_293.jpg
marvel/train/spider-man/pic_199.jpg,spider-man,train,train,dataset/train/spider-man/pic_199.jpg
marvel/train/hulk/pic_130.jpg,hulk,train,train,dataset/train/hulk/pic_130.jpg
marvel/train/thanos/pic_130.jpg,thanos,train,train,dataset/train/thanos/pic_130.jpg
marvel/train/black widow/pic_128.jpg,black widow,train,train,dataset/train/black widow/pic_128.jpg
marvel/train/doctor strange/pic_219.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_219.jpg
marvel/train/doctor strange/pic_020.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_020.jpg
marvel/train/black widow/pic_246.jpg,black widow,train,train,dataset/train/black widow/pic_246.jpg
marvel/train/ironman/pic_028.jpg,ironman,train,train,dataset/train/ironman/pic_028.jpg
marvel/train/captain america/pic_286.jpg,captain america,train,train,dataset/train/captain america/pic_286.jpg
marvel/train/spider-man/pic_101.jpg,spider-man,train,train,dataset/train/spider-man/pic_101.jpg
marvel/train/captain america/pic_131.jpg,captain america,train,train,dataset/train/captain america/pic_131.jpg
marvel/train/captain america/pic_388.jpg,captain america,train,train,dataset/train/captain america/pic_388.jpg
marvel/train/black widow/pic_189.jpg,black widow,train,train,dataset/train/black widow/pic_189.jpg
marvel/train/hulk/pic_269.jpg,hulk,train,train,dataset/train/hulk/pic_269.jpg
marvel/train/ironman/pic_232.jpg,ironman,train,train,dataset/train/ironman/pic_232.jpg
marvel/train/ironman/pic_012.jpg,ironman,train,train,dataset/train/ironman/pic_012.jpg
marvel/train/spider-man/pic_079.jpg,spider-man,train,train,dataset/train/spider-man/pic_079.jpg
marvel/train/ironman/pic_086.jpg,ironman,train,train,dataset/train/ironman/pic_086.jpg
marvel/train/captain america/pic_038.jpg,captain america,train,train,dataset/train/captain america/pic_038.jpg
marvel/train/captain america/pic_170.jpg,captain america,train,train,dataset/train/captain america/pic_170.jpg
marvel/train/spider-man/pic_219.jpg,spider-man,train,train,dataset/train/spider-man/pic_219.jpg
marvel/train/thanos/pic_296.jpg,thanos,train,train,dataset/train/thanos/pic_296.jpg
marvel/train/black widow/pic_060.jpg,black widow,train,train,dataset/train/black widow/pic_060.jpg
marvel/train/ironman/pic_390.jpg,ironman,train,train,dataset/train/ironman/pic_390.jpg
marvel/train/thanos/pic_014.jpg,thanos,train,train,dataset/train/thanos/pic_014.jpg
marvel/train/captain america/pic_154.jpg,captain america,train,train,dataset/train/captain america/pic_154.jpg
marvel/train/ironman/pic_058.jpg,ironman,train,train,dataset/train/ironman/pic_058.jpg
marvel/train/captain america/pic_180.jpg,captain america,train,train,dataset/train/captain america/pic_180.jpg
marvel/train/spider-man/pic_178.jpg,spider-man,train,train,dataset/train/spider-man/pic_178.jpg
marvel/train/black widow/pic_172.jpg,black widow,train,train,dataset/train/black widow/pic_172.jpg
marvel/train/doctor strange/pic_351.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_351.jpg
marvel/train/black widow/pic_395.jpg,black widow,train,train,dataset/train/black widow/pic_395.jpg
marvel/train/captain america/pic_097.jpg,captain america,train,train,dataset/train/captain america/pic_097.jpg
marvel/train/thanos/pic_212.jpg,thanos,train,train,dataset/train/thanos/pic_212.jpg
marvel/train/doctor strange/pic_075.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_075.jpg
marvel/train/captain america/pic_230.jpg,captain america,train,train,dataset/train/captain america/pic_230.jpg
marvel/train/hulk/pic_018.jpg,hulk,train,train,dataset/train/hulk/pic_018.jpg
marvel/train/spider-man/pic_171.jpg,spider-man,train,train,dataset/train/spider-man/pic_171.jpg
marvel/train/loki/pic_123.jpg,loki,train,train,dataset/train/loki/pic_123.jpg
marvel/train/spider-man/pic_262.jpg,spider-man,train,train,dataset/train/spider-man/pic_262.jpg
marvel/train/captain america/pic_213.jpg,captain america,train,train,dataset/train/captain america/pic_213.jpg
marvel/train/thanos/pic_066.jpg,thanos,train,train,dataset/train/thanos/pic_066.jpg
marvel/train/doctor strange/pic_419.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_419.jpg
marvel/train/doctor strange/pic_175.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_175.jpg
marvel/train/ironman/pic_152.jpg,ironman,train,train,dataset/train/ironman/pic_152.jpg
marvel/train/spider-man/pic_099.jpg,spider-man,train,train,dataset/train/spider-man/pic_099.jpg
marvel/train/thanos/pic_304.jpg,thanos,train,train,dataset/train/thanos/pic_304.jpg
marvel/train/ironman/pic_181.jpg,ironman,train,train,dataset/train/ironman/pic_181.jpg
marvel/train/captain america/pic_168.jpg,captain america,train,train,dataset/train/captain america/pic_168.jpg
marvel/train/ironman/pic_130.jpg,ironman,train,train,dataset/train/ironman/pic_130.jpg
marvel/train/thanos/pic_053.jpg,thanos,train,train,dataset/train/thanos/pic_053.jpg
marvel/train/spider-man/pic_270.jpg,spider-man,train,train,dataset/train/spider-man/pic_270.jpg
marvel/train/captain america/pic_040.jpg,captain america,train,train,dataset/train/captain america/pic_040.jpg
marvel/train/thanos/pic_202.jpg,thanos,train,train,dataset/train/thanos/pic_202.jpg
marvel/train/ironman/pic_307.jpg,ironman,train,train,dataset/train/ironman/pic_307.jpg
marvel/train/black widow/pic_285.jpg,black widow,train,train,dataset/train/black widow/pic_285.jpg
marvel/train/thanos/pic_045.jpg,thanos,train,train,dataset/train/thanos/pic_045.jpg
marvel/train/ironman/pic_369.jpg,ironman,train,train,dataset/train/ironman/pic_369.jpg
marvel/train/captain america/pic_053.jpg,captain america,train,train,dataset/train/captain america/pic_053.jpg
marvel/train/ironman/pic_286.jpg,ironman,train,train,dataset/train/ironman/pic_286.jpg
marvel/train/loki/pic_199.jpg,loki,train,train,dataset/train/loki/pic_199.jpg
marvel/train/doctor strange/pic_287.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_287.jpg
marvel/train/hulk/pic_271.jpg,hulk,train,train,dataset/train/hulk/pic_271.jpg
marvel/train/loki/pic_300.jpg,loki,train,train,dataset/train/loki/pic_300.jpg
marvel/train/black widow/pic_203.jpg,black widow,train,train,dataset/train/black widow/pic_203.jpg
marvel/train/captain america/pic_091.jpg,captain america,train,train,dataset/train/captain america/pic_091.jpg
marvel/train/loki/pic_308.jpg,loki,train,train,dataset/train/loki/pic_308.jpg
marvel/train/doctor strange/pic_373.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_373.jpg
marvel/train/captain america/pic_203.jpg,captain america,train,train,dataset/train/captain america/pic_203.jpg
marvel/train/hulk/pic_216.jpg,hulk,train,train,dataset/train/hulk/pic_216.jpg
marvel/train/hulk/pic_267.jpg,hulk,train,train,dataset/train/hulk/pic_267.jpg
marvel/train/doctor strange/pic_355.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_355.jpg
marvel/train/loki/pic_143.jpg,loki,train,train,dataset/train/loki/pic_143.jpg
marvel/train/black widow/pic_206.jpg,black widow,train,train,dataset/train/black widow/pic_206.jpg
marvel/train/black widow/pic_169.jpg,black widow,train,train,dataset/train/black widow/pic_169.jpg
marvel/train/thanos/pic_058.jpg,thanos,train,train,dataset/train/thanos/pic_058.jpg
marvel/train/thanos/pic_027.jpg,thanos,train,train,dataset/train/thanos/pic_027.jpg
marvel/train/spider-man/pic_002.jpg,spider-man,train,train,dataset/train/spider-man/pic_002.jpg
marvel/train/black widow/pic_381.jpg,black widow,train,train,dataset/train/black widow/pic_381.jpg
marvel/train/black widow/pic_255.jpg,black widow,train,train,dataset/train/black widow/pic_255.jpg
marvel/train/spider-man/pic_391.jpg,spider-man,train,train,dataset/train/spider-man/pic_391.jpg
marvel/train/hulk/pic_306.jpg,hulk,train,train,dataset/train/hulk/pic_306.jpg
marvel/train/black widow/pic_065.jpg,black widow,train,train,dataset/train/black widow/pic_065.jpg
marvel/train/spider-man/pic_051.jpg,spider-man,train,train,dataset/train/spider-man/pic_051.jpg
marvel/train/thanos/pic_346.jpg,thanos,train,train,dataset/train/thanos/pic_346.jpg
marvel/train/ironman/pic_257.jpg,ironman,train,train,dataset/train/ironman/pic_257.jpg
marvel/train/ironman/pic_350.jpg,ironman,train,train,dataset/train/ironman/pic_350.jpg
marvel/train/doctor strange/pic_407.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_407.jpg
marvel/train/hulk/pic_148.jpg,hulk,train,train,dataset/train/hulk/pic_148.jpg
marvel/train/doctor strange/pic_385.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_385.jpg
marvel/train/hulk/pic_371.jpg,hulk,train,train,dataset/train/hulk/pic_371.jpg
marvel/train/captain america/pic_382.jpg,captain america,train,train,dataset/train/captain america/pic_382.jpg
marvel/train/ironman/pic_308.jpg,ironman,train,train,dataset/train/ironman/pic_308.jpg
marvel/train/spider-man/pic_207.jpg,spider-man,train,train,dataset/train/spider-man/pic_207.jpg
marvel/train/doctor strange/pic_334.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_334.jpg
marvel/train/spider-man/pic_268.jpg,spider-man,train,train,dataset/train/spider-man/pic_268.jpg
marvel/train/doctor strange/pic_352.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_352.jpg
marvel/train/captain america/pic_205.jpg,captain america,train,train,dataset/train/captain america/pic_205.jpg
marvel/train/doctor strange/pic_422.jpg,doctor strange,train,train,dataset/train/doctor strange/pic_422.jpg
marvel/train/spider-man/pic_329.jpg,spider-man,train,train,dataset/train/spider-man/pic_329.jpg
marvel/train/captain america/pic_088.jpg,captain america,train,train,dataset/train/captain america/pic_088.jpg
